Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
mercedes-benz,Mercedes-Benz S 500,schwarz,10/2014,2014,85949,335,455,Automatik,Benzin,"8,9 l/100 km",207 g/km,224000.0,"BlueEfficiency A -Klasse (BM 176), Style Paket"
audi,Audi A3,weiß,05/2023,2023,34288,110,150,Automatik,Benzin,"5,7 l/100 km",130 g/km,10.0,35 TFSI S tronic S line LED Nav SHZ
nissan,Nissan Leaf,schwarz,12/2019,2019,18480,110,150,Automatik,Elektro,,0 g/km,57013.0,Tekna 360K ACC+Spur Navi Bose LED V-Leder
ford,Ford Focus,silber,09/2016,2016,9900,88,120,Automatik,Diesel,"3,8 l/100 km",99 g/km,143300.0,Turnier Business Klima
toyota,Toyota Corolla,braun,09/2022,2022,24490,90,122,Automatik,Hybrid,"3,4 l/100 km",77 g/km,13000.0,1.8 Hybrid Team D **sofort verfügbar**
seat,SEAT Alhambra,weiß,12/2019,2019,28990,110,150,Automatik,Diesel,,0 g/km,120334.0,Style ACC AHK Leder NAVI 7Sitzer Kamera
volkswagen,Volkswagen Golf,schwarz,08/2012,2012,8900,125,170,Automatik,Diesel,"5,4 l/100 km",142 g/km,242000.0,2.0 TDI DPF DSG GTD
audi,Audi A6,schwarz,10/2011,2011,19500,220,299,Automatik,Benzin,"8,2 l/100 km",190 g/km,184000.0,3.0 TFSI quattro S tronic
bmw,BMW 118,grau,07/2019,2019,17500,110,150,Automatik,Diesel,"4,4 l/100 km",114 g/km,126469.0,DA Sport Line *ACC*KAMERA*LED*NAVIGATION*
renault,Renault Captur,silber,06/2020,2020,25888,113,154,Automatik,Benzin,"5,7 l/100 km",139 g/km,18603.0,II TCe 155 EDC Intens LED Nav PDC SHZ 17Z
bmw,BMW 535,blau,04/2016,2016,23950,225,306,Automatik,Benzin,"8,1 l/100 km",192 g/km,164000.0,Touring 535i xDrive *HeadUP*Navi*Xen*1.Hand*SHZ*
skoda,Skoda Octavia,,12/2013,2013,11650,103,140,Schaltgetriebe,Benzin,"5,3 l/100 km",126 g/km,109200.0,Combi Elegance/DAB/SHZ/MFL/EFH/
mercedes-benz,Mercedes-Benz E 320,silber,04/2004,2004,6500,165,224,Automatik,Benzin,"9,9 l/100 km",- (g/km),271000.0,Avantgarde
mazda,Mazda CX-5,grau,10/2020,2020,33450,143,194,Automatik,Benzin,,0 g/km,22651.0,Sports-Line  Allrad Matrix Navi GSD HUD SHZ
skoda,Skoda Fabia,weiß,05/2022,2022,19560,70,95,Automatik,Benzin,"4,9 l/100 km",111 g/km,29432.0,Combi 1.0 TSI Ambition OPF (EURO 6d) LED
audi,Audi A4,silber,04/2020,2020,29200,140,190,Automatik,Diesel,"4,9 l/100 km",- (g/km),42500.0,A4 Avant 40 TDI quattro S tronic
audi,Audi A4,silber,03/2011,2011,10900,118,160,Schaltgetriebe,Benzin,"7,2 l/100 km",171 g/km,142000.0,Attraction Avant RATENKAUF OHNE BANK+TÜV NEU
bentley,Bentley Continental GT,schwarz,12/2018,2018,175000,467,635,Automatik,Benzin,"12,1 l/100 km",278 g/km,90198.0,New Continental GT
mercedes-benz,Mercedes-Benz C 250,grau,07/2013,2013,15990,150,204,Automatik,Diesel,"5,5 l/100 km",147 g/km,215969.0,T CDI 4Matic*Edition C*AMG Line*Scheckheft MB*ILS
peugeot,Peugeot 208,weiß,08/2018,2018,11850,81,110,Schaltgetriebe,Benzin,"4,6 l/100 km",106 g/km,113800.0,1.2 PureTech 110 Allure *NAVi*
seat,SEAT Leon,violett,08/2018,2018,18550,135,184,Schaltgetriebe,Diesel,,- (g/km),110264.0,Sportstourer 2.0 TDI FR PANO LEDER AHK VIRT
skoda,Skoda Octavia,grün,07/2019,2019,27990,180,245,Automatik,Benzin,"6,3 l/100 km",144 g/km,33000.0,RS |VIRTUAL|PANORAMA|SCHALENSITZE|NAVI|
volvo,Volvo XC90,blau,04/2019,2019,47850,173,235,Automatik,Diesel,,213 g/km,81236.0,D5 Inscription AWD 21° HeadUp AHK H&K Pano
skoda,Skoda Octavia,schwarz,05/2020,2020,22990,110,150,Automatik,Diesel,"5,5 l/100 km",138 g/km,44100.0,2.0 Euro 6 nur 44.100 Km Automatik Front Assis LED
bmw,BMW X5,schwarz,11/2006,2006,10500,160,218,Automatik,Diesel,"9,4 l/100 km",250 g/km,181000.0,3.0 d
mercedes-benz,Mercedes-Benz A 170,schwarz,05/2005,2005,3800,85,116,Schaltgetriebe,Benzin,"6,6 l/100 km",- (g/km),165000.0,Classic
ford,Ford Focus,schwarz,02/2018,2018,15999,88,120,Schaltgetriebe,Diesel,"3,8 l/100 km",101 g/km,130000.0,Turnier Business
ford,Ford Tourneo Custom,blau,02/2021,2021,50890,136,185,Automatik,Diesel,"7,3 l/100 km",192 g/km,13000.0,Titanium 320 L2H1 VA Autom AHK Navi
mercedes-benz,Mercedes-Benz E 350,silber,12/2014,2014,23000,185,252,Automatik,Diesel,"5,6 l/100 km",149 g/km,199000.0,BlueTEC Cabrio 7G-TRONIC
volkswagen,Volkswagen Touareg,schwarz,02/2023,2023,101980,210,286,Schaltgetriebe,Diesel,"8,3 l/100 km","219,5 g/km",6000.0,"Ed.20 TDI R-Line Black Style PANO Dynaudio 21"" HU"
mercedes-benz,Mercedes-Benz C 200,silber,06/2015,2015,19665,100,136,Automatik,Diesel,"4,3 l/100 km",109 g/km,73000.0,BlueTEC / d T* 7G-AUTOM* NAVI* KAMERA* AHK
mercedes-benz,Mercedes-Benz GLB 200,,10/2020,2020,39770,110,150,Automatik,Diesel,"5,6 l/100 km",147 g/km,19900.0,d AMG+MBUX+KAMERA+LED+EASYPACK+SPIEGEL+19 AMG Line
opel,Opel Crossland X,,07/2018,2018,10490,81,110,Schaltgetriebe,Benzin,,0 g/km,42000.0,1.2 Turbo INNOVATION Allwetterreifen
volkswagen,Volkswagen Golf Sportsvan,orange,10/2015,2015,13950,63,86,Schaltgetriebe,Benzin,"4,9 l/100 km",114 g/km,35000.0,Lounge BMT/Start-Stopp VII (AM1)
hyundai,Hyundai i10,rot,11/2016,2016,10990,64,87,Schaltgetriebe,Benzin,"4,9 l/100 km",114 g/km,58454.0,1.2 Trend*KLIMA*SITZHZG*ALU*NAVIGATION
jeep,Jeep Renegade,weiß,06/2018,2018,13779,81,110,Schaltgetriebe,Benzin,,0 g/km,100000.0,1.6 Longitude PDC+Navi+Lenkradheiz+DAB+
audi,Audi SQ5,schwarz,10/2015,2015,30000,230,313,Automatik,Diesel,"6,8 l/100 km",179 g/km,85000.0,3.0 TDI quattro tiptronic
kia,Kia Sorento,schwarz,05/2017,2017,29950,147,200,Automatik,Diesel,"6,6 l/100 km",174 g/km,58216.0,"2.2 CRDi AWD MASTERPIECE Automatik,EU6"
opel,Opel Corsa,braun,11/1996,1996,250,33,45,Schaltgetriebe,Benzin,"6,5 l/100 km",- (g/km),183161.0,Corsa Swing
citroen,Citroen C4,blau,05/2023,2023,26990,96,131,Automatik,Benzin,"5,8 l/100 km",131 g/km,5.0,Pure Tech 130EAT8 Feel
audi,Audi A6,grau,07/2007,2007,4500,132,179,Automatik,Diesel,,- (g/km),330000.0,A6 allroad quattro 2.7 TDI tiptronic DPF
fiat,Fiat 500,blau,02/2022,2022,15990,52,71,Schaltgetriebe,Hybrid,"4,6 l/100 km",107 g/km,15500.0,1.0 GSE HYBRID SPORT PDC KLIMAAUTO GLASDACH CARPLA
volvo,Volvo XC60,weiß,05/2019,2019,33990,173,235,Automatik,Diesel,"5,6 l/100 km",147 g/km,82900.0,D5 AWD Momentum Geartronic
volkswagen,Volkswagen T5 Transporter,weiß,04/2013,2013,11900,75,102,Schaltgetriebe,Diesel,"7,9 l/100 km",208 g/km,282007.0,Pritsche Doka / Klima / 1 Hand
hyundai,Hyundai i20,blau,03/2021,2021,19990,74,101,Schaltgetriebe,Benzin,"4,4 l/100 km",100 g/km,8521.0,''Intro Edition'' Navi Rückfahrkamera Sitzheizung
volkswagen,Volkswagen Polo,grau,08/2015,2015,11130,66,90,Schaltgetriebe,Benzin,"4,7 l/100 km",107 g/km,67856.0,1.2 TSI Comfortline BMT*SHZ*TEMPO*PDC*
skoda,Skoda Kamiq,rot,08/2022,2022,26870,81,110,Automatik,Benzin,"4,7 l/100 km",108 g/km,22100.0,1.0 TSI DSG Monte Carlo LED Pano Kam GRA
mini,MINI One,weiß,03/2009,2009,6480,55,75,Schaltgetriebe,Benzin,"5,3 l/100 km",128 g/km,137000.0,*TÜV NEU*PEPPER-PAKET*STZHEIZUNG*TOP ZUSTAND
volkswagen,Volkswagen Golf,silber,01/2016,2016,18990,92,125,Automatik,Benzin,"5,2 l/100 km",118 g/km,88911.0,VII 1.4 TSI Allstar BMT Navi LED PDC AAC M+S
mercedes-benz,Mercedes-Benz AMG GT,grau,01/2023,2023,193885,470,639,Automatik,Benzin,"13,3 l/100 km",303 g/km,5565.0,"63 S 4M+ MANUFAKTUR grau STANDHZG+HUD+21"""
mercedes-benz,Mercedes-Benz C 220,weiß,04/2014,2014,36800,125,170,Automatik,Diesel,4 l/100 km,106 g/km,184000.0,BT d AVANTGARDE *COMAND*LED*LEDER*PDC*
jeep,Jeep Renegade,weiß,02/2018,2018,16990,81,110,Schaltgetriebe,Benzin,"6,1 l/100 km",145 g/km,39350.0,"Sport 1,6 E-torQ FWD*Blutooth*"
audi,Audi A1,,02/2022,2022,31450,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,561.0,citycarver 35 TFSI S-Line Int. NAV VC LED PDC
volkswagen,Volkswagen Golf,grau,05/2006,2006,2999,55,75,Schaltgetriebe,Benzin,"6,9 l/100 km",166 g/km,258500.0,"V Lim. 1.4 Goal,LPG,Navi,SHZ,PDC,Radio-CD"
bmw,BMW 118,silber,03/2010,2010,3990,105,143,Schaltgetriebe,Diesel,"4,5 l/100 km",128 g/km,267502.0,BITTE NUR 015901182724 anrufen!!!
volkswagen,Volkswagen Sharan,schwarz,07/2017,2017,23490,135,184,Automatik,Diesel,"5,3 l/100 km",140 g/km,141449.0,2.0 TDI DSG Comfortline Navi PDC 7-Sitzer
isuzu,Isuzu D-Max,blau,01/2019,2019,24990,120,163,Schaltgetriebe,Diesel,,- (g/km),120000.0,4WD Space Cab *Allrad*AHK-3500Kg*Bi-Xenon*
mercedes-benz,Mercedes-Benz A 250,blau,03/2021,2021,28730,118,160,Automatik,Hybrid,,70 km Reichweite,33700.0,e  EDITION/AMG/Night/MULTIBEAM/Fahrassist
opel,Opel Insignia,weiß,09/2019,2019,19800,121,165,Automatik,Benzin,"6,9 l/100 km",157 g/km,69980.0,1.5 SIDI Turbo Autom.*LED*FR.SCH.HZG*NAVI
nissan,Nissan 350Z,blau,06/2007,2007,16850,230,313,Schaltgetriebe,Benzin,12 l/100 km,288 g/km,124000.0,Roadster Leder Navi Xenon
ford,Ford Focus,silber,03/2019,2019,19070,92,125,Automatik,Benzin,"5,6 l/100 km",152 g/km,15242.0,1.0 EcoBoost Cool&Connect Aut.*TEMPO*PDC
mazda,Mazda 3,blau,02/2015,2015,14990,88,120,Schaltgetriebe,Benzin,"5,1 l/100 km",119 g/km,48000.0,Center-Line mit Touring und Licht Paket
ford,Ford Fiesta,grün,01/2019,2019,18490,74,101,Automatik,Benzin,"5,7 l/100 km",129 g/km,23448.0,Active Plus+AUTOMATIK+Navi+PDC
skoda,Skoda Karoq,grau,04/2020,2020,29990,140,190,Automatik,Diesel,5 l/100 km,132 g/km,61010.0,Scout 4x4 2.0 TDI AHK Panorama Navi digitales Cock
audi,Audi A4,grau,06/2014,2014,16990,130,177,Schaltgetriebe,Diesel,"4,8 l/100 km",- (g/km),99890.0,2.0 TDI *S-line *Xenon *Navi *AHK
skoda,Skoda Karoq,blau,05/2020,2020,27990,110,150,Automatik,Benzin,"5,3 l/100 km",120 g/km,57141.0,Drive 1.5 TSI DSG Canton Sound LED Shz
opel,Opel Adam,blau,03/2018,2018,13490,74,101,Schaltgetriebe,Benzin,"5,3 l/100 km",126 g/km,17460.0,Rocks 1.4 PDC SITZHEIZUNG ONSTAR
bmw,BMW 520,silber,09/2010,2010,9999,135,184,Automatik,Diesel,"4,7 l/100 km",123 g/km,270000.0,520d 8gang
citroen,Citroen C5 Aircross,grau,03/2019,2019,15500,96,131,Automatik,Diesel,"4,1 l/100 km",108 g/km,31811.0,Feel Automatik AHK *31811KM*
mercedes-benz,Mercedes-Benz A 180,silber,06/2015,2015,14899,90,122,Schaltgetriebe,Benzin,"5,5 l/100 km",130 g/km,78000.0,A -Klasse A 180 BlueEfficiency Tüv/Au 2024
ford,Ford C-Max,silber,05/2008,2008,7999,107,145,Automatik,Benzin,"9,5 l/100 km",225 g/km,61000.0,Ghia
skoda,Skoda Karoq,schwarz,07/2020,2020,34490,140,190,Automatik,Diesel,5 l/100 km,132 g/km,27350.0,"Style 2,0 TDI DSG 4x4 Leder|AHK|Navi|ACC"
peugeot,Peugeot 2008,schwarz,10/2022,2022,22500,74,101,Schaltgetriebe,Benzin,"5,4 l/100 km",122 g/km,5000.0,1.2 PureTech 100PS Active Pack AHK abnehmbar Rü...
volkswagen,Volkswagen Golf Sportsvan,schwarz,11/2019,2019,23020,110,150,Automatik,Benzin,"6,5 l/100 km",146 g/km,49100.0,Join TSi DSG Navi Discover Pro /Kamera
ford,Ford Mustang Mach-E,orange,12/2022,2022,54980,198,269,Automatik,Elektro,400 km (Ort),440 km Reichweite,10.0,AWD MATRIX-LED ACC CO-PILOT360 KAMERA PDC-V+H uvw.
nissan,Nissan Juke,grau,09/2021,2021,22480,84,114,Automatik,Benzin,5 l/100 km,114 g/km,16148.0,40KW Tekna | Pro-Pilot | Bose | Navi |Leder
hyundai,Hyundai i40,weiß,09/2017,2017,15980,104,141,Automatik,Diesel,"4,3 l/100 km",123 g/km,98600.0,"cw 1.7 CRDi blue DCT Trend Navi Carplay 17"""
ford,Ford Focus,grau,03/2015,2015,11990,92,125,Schaltgetriebe,Benzin,5 l/100 km,114 g/km,62150.0,1
volkswagen,Volkswagen Golf,blau,06/2007,2007,5000,75,102,Schaltgetriebe,Benzin,"7,4 l/100 km",176 g/km,112000.0,1.6 Trendline
mercedes-benz,Mercedes-Benz Vito,grau,03/2016,2016,32450,120,163,Automatik,Diesel,"6,4 l/100 km",168 g/km,133500.0,Tourer 116 CDI/Xenon/LED/Navi/Kamera
mercedes-benz,Mercedes-Benz C 43 AMG,schwarz,05/2016,2016,34990,270,367,Automatik,Benzin,"7,8 l/100 km",178 g/km,80000.0,4M Night*LED*Ambient*GSD*FaceliftUmbau
ford,Ford Focus,blau,03/2016,2016,7999,88,120,Schaltgetriebe,Diesel,"3,8 l/100 km",101 g/km,204000.0,Titanium 1.5 150PS Navi Klimaaut. USB/AUX
volvo,Volvo V60,weiß,06/2017,2017,13500,110,150,Automatik,Diesel,"4,3 l/100 km",114 g/km,187000.0,Kombi Momentum*LEDER*NAVI*XENON*STANDHEIZUNG
seat,SEAT Arona,grau,04/2022,2022,22880,81,110,Automatik,Benzin,,- (g/km),21111.0,Xperience 1.0 TSI OPF KLIMAAUTOMATIK
kia,Kia ProCeed / pro_cee'd,weiß,01/2009,2009,3800,85,116,Schaltgetriebe,Diesel,"4,7 l/100 km",125 g/km,241465.0,Soul 1.6 CVVT
volkswagen,Volkswagen Arteon,blau,08/2022,2022,38880,140,190,Automatik,Benzin,"5,7 l/100 km",131 g/km,10489.0,Shooting Brake 2.0 TSI DSG R-Line
mercedes-benz,Mercedes-Benz E 270,silber,02/2000,2000,3500,125,170,Schaltgetriebe,Diesel,"6,9 l/100 km",182 g/km,365000.0,CDI Avantgarde
volkswagen,Volkswagen Eos,grau,04/2008,2008,4900,110,150,Schaltgetriebe,Benzin,"8,3 l/100 km",198 g/km,116000.0,1.4 TSI United ****
bmw,BMW 750,weiß,03/2018,2018,48990,294,400,Automatik,Diesel,"5,7 l/100 km",149 g/km,108109.0,d xDrive M Sport Massage 360° Laser HuD DAB H/K
hyundai,Hyundai i30,weiß,02/2013,2013,7999,80,109,Schaltgetriebe,Benzin,"6,3 l/100 km",147 g/km,81884.0,CW 1.4 Classic
volkswagen,Volkswagen New Beetle,schwarz,10/2003,2003,2550,75,102,Schaltgetriebe,Benzin,"7,5 l/100 km",178 g/km,130444.0,Lim. 1.6 Arte
volkswagen,Volkswagen Golf Variant,,11/2016,2016,14999,110,150,Schaltgetriebe,Diesel,"4,3 l/100 km",110 g/km,86000.0,"Golf Variant Allstar NAVI, PDC, SHZ, KLIMAAUTO"
kia,Kia Sportage,braun,06/2016,2016,18480,85,116,Schaltgetriebe,Diesel,"4,6 l/100 km",119 g/km,45995.0,2.0 CRDi AWD Dream-Team Edition
mercedes-benz,Mercedes-Benz B 170,grau,12/2008,2008,9250,85,116,Schaltgetriebe,Autogas (CNG),"7,5 kg/100 km",175 g/km,75717.0,NGT/Park-Assi./SHZ/Benzin-Erdgas/Teil-Led.
bentley,Bentley Bentayga,schwarz,06/2018,2018,109899,404,549,Automatik,Benzin,"11,4 l/100 km",260 g/km,165000.0,BENTAYGA V8 MULLiNER BLACK *LEDER-BRAUN*PANORAMA
skoda,Skoda Fabia,schwarz,12/2018,2018,13900,55,75,Schaltgetriebe,Benzin,"4,8 l/100 km",109 g/km,10000.0,Cool Plus 1.0 MPI
bmw,BMW X5,grau,10/2014,2014,25990,190,258,Automatik,Diesel,,0 g/km,195000.0,xDrive30d *Standheizung*Headup*1.Hand
mercedes-benz,Mercedes-Benz CLK 200,blau,03/1999,1999,3900,100,136,Automatik,Benzin,,- (g/km),168000.0,C-Klasse Lim. C 180 Klima TÜV NEU
opel,Opel Zafira,schwarz,07/2002,2002,2990,108,147,Schaltgetriebe,Benzin,"8,9 l/100 km",214 g/km,223000.0,A Selection Executive 7 Sitzer
porsche,Porsche Targa,rot,07/2017,2017,139000,331,450,Automatik,Benzin,"9,7 l/100 km",- (g/km),71000.0,911 4 GTS
bmw,BMW X3,schwarz,08/2022,2022,56400,210,286,Automatik,Diesel,"6,8 l/100 km",178 g/km,18990.0,xDrive30d Sportsitz°Pano Laser°AHK°HIFI°Rfcam
aston-martin,Aston Martin V8,grau,11/2018,2018,124990,375,510,Automatik,Benzin,"10,3 l/100 km",236 g/km,14100.0,4.0*V8*ALCANTARA*LED*360*LEDER*2.HAND
volkswagen,Volkswagen Golf,schwarz,10/2018,2018,16299,110,150,Schaltgetriebe,Benzin,5 l/100 km,114 g/km,77900.0,VII 1.5 TSI Join ACC+NAVI+PDC+ALU
volkswagen,Volkswagen T-Roc,rot,04/2018,2018,16995,85,116,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,70126.0,Basis TSI 1.0 TSi AHK-abnehmbar AHK Spurassistent
renault,Renault Talisman,grau,05/2021,2021,36699,165,224,Automatik,Benzin,"7,1 l/100 km",161 g/km,17613.0,Grandtour TCe 225 EDC GPF INTENS
bmw,BMW 530,schwarz,10/2020,2020,37850,215,292,Automatik,Hybrid,,32 g/km,82000.0,e NEUES MODELL ExklusivLeder LiveCockpPRO KAM
volkswagen,Volkswagen T-Cross,orange,08/2019,2019,22990,85,116,Automatik,Benzin,"4,9 l/100 km",0 g/km,27063.0,1.0 TSI Style LED Navigation VC PDC
smart,smart forTwo,schwarz,05/2018,2018,14500,60,,Automatik,Elektro,,0 g/km,10557.0,EQ  cabrio electric drive W-Paket LM PDC Le
skoda,Skoda Kodiaq,schwarz,12/2017,2017,16999,110,150,Automatik,Diesel,"4,9 l/100 km",129 g/km,303240.0,Style*NAVI*LED*KAMERA*
mini,MINI Cooper SE Countryman,silber,02/2020,2020,30707,165,224,Automatik,Hybrid,"1,9 l/100 km",43 g/km,57960.0,Cooper S E ALL4 Countryman| Chili| LED| Kamera| Pa
opel,Opel Astra,schwarz,09/2013,2013,6990,103,140,Schaltgetriebe,Benzin,6 l/100 km,- (g/km),148000.0,1.4 Turbo ecoFLEX Active
mini,MINI Cooper SE Countryman,grau,12/2019,2019,28830,165,224,Automatik,Hybrid,"1,9 l/100 km",43 g/km,33630.0,ALL4 Aut. Kamera Leder 1VB
jeep,Jeep Compass,grau,12/2020,2020,27490,110,150,Automatik,Benzin,"5,8 l/100 km",133 g/km,23503.0,Limited Autom. Kamera PDC Navi
volkswagen,Volkswagen Sharan,blau,10/2015,2015,21649,110,150,Schaltgetriebe,Diesel,"5,2 l/100 km",138 g/km,133500.0,"2,0 TDI Comfortline 7-Sitzer AHK Navi"
volkswagen,Volkswagen Taigo,silber,04/2023,2023,36200,81,110,Automatik,Benzin,6 l/100 km,138 g/km,1200.0,1.0 TSI DSG RLine IQ.Drive AHK NAVI KAMERA
mazda,Mazda 6,beige,02/2018,2018,18550,129,175,Automatik,Diesel,"4,9 l/100 km",129 g/km,125000.0,Kombi 2.2 SKYACTIV-D Sports-Line Automatik EU6
hyundai,Hyundai i10,weiß,05/2017,2017,8850,49,67,Schaltgetriebe,Benzin,"4,7 l/100 km",108 g/km,4263.0,Basis* 1 HAND*EURO 6
opel,Opel Grandland,grau,04/2019,2019,19480,133,181,Automatik,Benzin,"5,8 l/100 km",132 g/km,95050.0,X 1.6Start/Stop Automatik Business Innov
ford,Ford Mondeo,,03/2016,2016,11980,110,150,Schaltgetriebe,Diesel,"4,3 l/100 km",114 g/km,169425.0,Turnier Business Edition*SITZHEIZUNG*NAVIGATON*
hyundai,Hyundai IONIQ,grau,09/2019,2019,22999,88,120,Automatik,Elektro,,210 km Reichweite,61193.0,Elektro Premium
ford,Ford Tourneo Custom,silber,09/2019,2019,44970,96,131,Schaltgetriebe,Diesel,"6,7 l/100 km",178 g/km,56422.0,Trend 310 130PS/AHK/8-Sitze/Klima
skoda,Skoda Octavia,silber,07/2019,2019,19390,110,150,Automatik,Benzin,"6,5 l/100 km",148 g/km,100700.0,COMBI 1.5 TSI DSG SOLEIL | NAVI | ACC
opel,Opel Crossland X,silber,07/2020,2020,17990,81,110,Schaltgetriebe,Benzin,"6,3 l/100 km",141 g/km,42210.0,1.2 Turbo Start/Stop Edition
seat,SEAT Arona,grau,03/2023,2023,23900,81,110,Automatik,Benzin,6 l/100 km,136 g/km,1100.0,FR 1.0 TSI DSG NAVI KAMERA VIRTUAL LED FUL
hyundai,Hyundai H-1,schwarz,01/2015,2015,14495,125,170,Automatik,Diesel,"8,8 l/100 km",233 g/km,140578.0,2.5 CRDI Travel Comfort
toyota,Toyota Corolla,weiß,07/2022,2022,27618,72,98,Automatik,Hybrid,"3,3 l/100 km",76 g/km,10.0,Hybrid Team D 1.8 EU6d
kia,Kia Picanto,weiß,03/2020,2020,11950,49,67,Schaltgetriebe,Benzin,"4,4 l/100 km",101 g/km,34400.0,1.0 Edition7 Klima Fenster el.
land-rover,Land Rover Range Rover,schwarz,02/2019,2019,89995,386,525,Automatik,Benzin,"12,8 l/100 km",294 g/km,73544.0,"5,0 V8 Autobiography Multimedia"
seat,SEAT Mii,schwarz,11/2019,2019,13250,55,75,Schaltgetriebe,Benzin,"4,3 l/100 km",96 g/km,39900.0,Style
mercedes-benz,Mercedes-Benz,weiß,06/2013,2013,13090,120,163,Schaltgetriebe,Diesel,,-/-,183000.0,Sprinter 216 CDI*TÜV*Klima*Mwst *Aufgelastet*
renault,Renault Kangoo,weiß,05/2011,2011,5299,78,106,Schaltgetriebe,Benzin,"8,1 l/100 km",192 g/km,150000.0,Authentique 1.6/ EURO 5/ Servo
ford,Ford EcoSport,silber,09/2019,2019,9950,74,101,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,196000.0,Cool&Connect Kamera-Alufelgen-8Fach
seat,SEAT Leon,grau,06/2017,2017,16549,110,150,Automatik,Benzin,5 l/100 km,117 g/km,116508.0,ST 1.4 TSI ACT Start&Stop DSG XCELLENCE
audi,Audi A3,schwarz,04/2018,2018,24955,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,56341.0,Sportback sport Pano|ACC|Matrix|magnetic ride
bmw,BMW 520,weiß,08/2022,2022,50950,140,190,Automatik,Diesel,6 l/100 km,157 g/km,14800.0,d Touring xDrive M-Sport PANO+NAVI+HUD+LED
volkswagen,Volkswagen Golf,schwarz,10/2003,2003,2899,77,105,Schaltgetriebe,Benzin,"6,9 l/100 km",- (g/km),167197.0,Golf IV 1.6 Pacific
volkswagen,Volkswagen Polo,silber,07/2002,2002,2100,47,64,Schaltgetriebe,Benzin,"6,3 l/100 km",151 g/km,212000.0,IV 1.2L *Comfortline* *Klimatronik* *TÜV NEU*
mini,MINI One Clubman,grau,12/2018,2018,16490,75,102,Schaltgetriebe,Benzin,"5,1 l/100 km",121 g/km,27537.0,+SITZHEIZ.+KLIMAAUT.+PDC+UVM.
opel,Opel Astra,rot,02/2015,2015,5995,81,110,Schaltgetriebe,Diesel,"3,7 l/100 km",98 g/km,138000.0,J 1.6 CDTi ST **Klima*Tempomat*Bluetooth**
opel,Opel Insignia,weiß,12/2019,2019,18500,125,170,Automatik,Diesel,"5,2 l/100 km",136 g/km,56000.0,Grand Sport 2.0 Diesel Automatik Business Innovati
seat,SEAT Ateca,silber,05/2021,2021,31790,110,150,Automatik,Diesel,"4,5 l/100 km",118 g/km,19985.0,"ATECA Xperience 2,0 TDI*EL.HECK+ACC+360°CAM+LED"
toyota,Toyota Yaris,rot,11/2017,2017,11700,51,69,Schaltgetriebe,Benzin,"4,3 l/100 km",99 g/km,40000.0,Comfort/ Abstandswarne/Spurhal /Scheckheft
opel,Opel Mokka,blau,12/2021,2021,22790,96,131,Schaltgetriebe,Benzin,"5,6 l/100 km",125 g/km,12912.0,Business Elegance Navi/LED/AHK/Kamera/LM Klima
mercedes-benz,Mercedes-Benz SLS,silber,10/2010,2010,194900,420,571,Automatik,Benzin,"13,2 l/100 km",308 g/km,70782.0,"Coupe ""deutsch.Fahrzeug/B&O/Scheckheft"""
volkswagen,Volkswagen Golf,schwarz,04/2011,2011,6890,90,122,Automatik,Benzin,"6,3 l/100 km",146 g/km,207000.0,VI Plus Team *2.Hand/Automatik/Scheckheft*
mercedes-benz,Mercedes-Benz GLS 350,schwarz,10/2016,2016,40990,190,258,Automatik,Diesel,"7,1 l/100 km",185 g/km,137663.0,d 4Matic Pano el.AHK 7-Sitzer
alfa-romeo,Alfa Romeo Stelvio,schwarz,10/2019,2019,34590,140,190,Automatik,Diesel,"4,7 l/100 km",124,59560.0,Super 2WD *Winter-/Assistenz-/Komfortpaket/DAB*
ford,Ford Focus,silber,06/2013,2013,4899,70,95,Schaltgetriebe,Diesel,"4,2 l/100 km",109 g/km,199997.0,1.6 TDCi DPF Start-Stopp-System Ambiente
opel,Opel Corsa,grau,09/2015,2015,7100,66,90,Schaltgetriebe,Benzin,"5,4 l/100 km",- (g/km),59766.0,1.4 (ecoFLEX) Start/Stop Selection
skoda,Skoda Octavia,schwarz,05/2018,2018,14890,85,116,Schaltgetriebe,Diesel,"4,1 l/100 km",106 g/km,116000.0,Combi Style*Klimaaut.*SHZ*PDC*MFL*ACC
volkswagen,Volkswagen Golf,weiß,08/2017,2017,19350,100,136,Automatik,Elektro,,0 g/km,48800.0,"VII E Navi Active Info-Display LED, Assistenz-P."
peugeot,Peugeot Expert,blau,06/2017,2017,16660,110,150,Schaltgetriebe,Diesel,"5,2 l/100 km",- (g/km),111089.0,L2H1 Premium Vollausstattung
volkswagen,Volkswagen T6 Transporter,weiß,10/2015,2015,17790,75,102,Schaltgetriebe,Diesel,"6,7 l/100 km",178 g/km,150000.0,Kasten-Kombi Klima PDC EcoProfi
